Date,Open,High,Low,Close,Volume,Ex-Dividend,Split Ratio,Adj. Open,Adj. High,Adj. Low,Adj. Close,Adj. Volume
2010-01-04,100.01,101.43,100.01,101.17,1598100.0,0.0,1.0,72.769324893964,73.80254598534914,72.769324893964,73.61336465875749,1598100.0
2010-01-05,101.27,103.1,101.23,102.03,1899300.0,0.0,1.0,73.68612670744659,75.01767219845702,73.65702188797096,74.23911827748371,1899300.0
2010-01-06,102.03,105.25,101.28,104.9,1717900.0,0.0,1.0,74.23911827748371,76.58205624527257,73.6934029123155,76.32738907486075,1717900.0
2010-01-07,104.38,104.94,103.07,104.5,1016000.0,0.0,1.0,75.94902642167744,76.35649389433638,74.9958435838503,76.03634088010436,1016000.0
2010-01-08,104.19,106.66,103.4,106.34,1256200.0,0.0,1.0,75.81077852916816,77.60800113178881,75.23595834452432,77.37516257598371,1256200.0
2010-01-11,107.12,107.12,103.06,104.24,1523200.0,0.0,1.0,77.94270655575866,77.94270655575866,74.98856737898139,75.84715955351271,1523200.0
2010-01-12,102.97,103.98,101.81,103.01,2009700.0,0.0,1.0,74.9230815351612,75.65797822692107,74.07904177036771,74.95218635463685,2009700.0
2010-01-13,102.79,104.23,101.21,103.9,1426800.0,0.0,1.0,74.79210984752083,75.83988334864381,73.64246947823312,75.59976858796979,1426800.0
2010-01-14,103.91,104.57,102.53,103.9,1093000.0,0.0,1.0,75.60704479283869,76.08727431418673,74.60292852092918,75.59976858796979,1093000.0
2010-01-15,104.14,104.37,102.01,102.84,1633900.0,0.0,1.0,75.77439750482363,75.94175021680854,74.2245658677459,74.82849087186538,1633900.0
2010-01-19,101.98,103.62,101.98,103.52,1207200.0,0.0,1.0,74.20273725313916,75.39603485164032,74.20273725313916,75.32327280295122,1207200.0
2010-01-20,102.0,102.0,99.96,101.11,1839400.0,0.0,1.0,74.21728966287698,74.21728966287698,72.73294386961943,73.56970742954404,1839400.0
2010-01-21,101.29,101.89,97.75,98.05,2311700.0,0.0,1.0,73.70067911718441,74.13725140931898,71.12490259359045,71.34318873965772,2311700.0
2010-01-22,97.68,98.76,93.92,94.38,2071300.0,0.0,1.0,71.07396915950808,71.8597992853503,68.3381161287981,68.67282155276794,2071300.0
2010-01-25,95.04,97.147,94.75,96.05,1368400.0,0.0,1.0,69.15305107411596,70.68614743999521,68.9420411329176,69.88794776587582,1368400.0
2010-01-26,95.58,97.89,94.42,95.12,1699700.0,0.0,1.0,69.54596613703708,71.22676946175518,68.70192637224358,69.21126071306725,1699700.0
2010-01-27,94.94,96.13,92.79,95.1,1751000.0,0.0,1.0,69.08028902542686,69.9461574048271,67.51590497861133,69.19670830332942,1751000.0
2010-01-28,96.39,97.06,92.81,93.8,1678100.0,0.0,1.0,70.13533873141876,70.6228444576357,67.53045738834915,68.25080167037119,1678100.0
2010-01-29,94.545,95.815,90.96,91.53,1691800.0,0.0,1.0,68.79287893310494,69.71695695145645,66.18435948760089,66.59910316512872,1691800.0
2010-02-01,91.96,94.96,91.96,94.89,1618000.0,0.0,1.0,66.91197997449183,69.09484143516468,66.91197997449183,69.04390800108233,1618000.0
2010-02-02,95.13,97.0,94.81,96.36,1784300.0,0.0,1.0,69.21853691793615,70.57918722842223,68.98569836213105,70.11351011681202,1784300.0
2010-02-03,95.92,96.9,95.02,95.78,1767500.0,0.0,1.0,69.79335710258,70.50642517973314,69.13849866437815,69.69149023441527,1767500.0
2010-02-04,94.26,94.81,89.5,89.79,3472200.0,0.0,1.0,68.58550709434103,68.98569836213105,65.1220335767401,65.33304351793848,3472200.0
2010-02-05,89.61,90.22,85.84,88.46,3319700.0,0.0,1.0,65.20207183029811,65.64592032730158,62.45894259471922,64.3653082703735,3319700.0
2010-02-08,88.65,89.98,87.16,88.24,2975700.0,0.0,1.0,64.50355616288279,65.47129141044776,63.41940163741527,64.2052317632575,2975700.0
2010-02-09,89.04,91.34,88.87,90.0,2426300.0,0.0,1.0,64.78732815277027,66.46085527261945,64.6636326699988,65.48584382018558,2426300.0
2010-02-10,87.32,89.5,85.89,86.37,3455200.0,2.0,1.0,65.00706836038712,66.6300116611847,63.942477112616245,64.29982242655333,3455200.0
2010-02-11,86.31,87.35,84.46,86.96,2210900.0,0.0,1.0,64.2551542623112,65.0294024425082,62.87788586484536,64.73905937493431,2210900.0
2010-02-12,85.93,85.98,84.14,85.29,2043000.0,0.0,1.0,63.972255888777674,64.00947935897945,62.63965565555397,63.4957954701949,2043000.0
2010-02-16,87.0,88.0,86.37,87.73,4161500.0,0.0,1.0,64.76883815109575,65.51330755513132,64.29982242655333,65.31230081604173,4161500.0
2010-02-17,88.01,88.63,86.22,87.82,1911100.0,0.0,1.0,65.5207522491717,65.98232327967374,64.18815201594799,65.37930306240492,1911100.0
2010-02-18,87.27,88.62,86.88,88.09,1840200.0,0.0,1.0,64.96984489018534,65.97487858563339,64.67950182261147,65.58030980149454,1840200.0
2010-02-19,88.22,89.69,87.55,89.12,2467200.0,0.0,1.0,65.67709082401916,66.77146084795146,65.17829632331531,66.34711328765118,2467200.0
2010-02-22,90.06,90.17,87.52,88.41,2105600.0,0.0,1.0,67.04691452744463,67.12880616188855,65.15596224119425,65.81854001078591,2105600.0
2010-02-23,87.91,88.11,86.5,86.94,1832900.0,0.0,1.0,65.44630530876812,65.59519918957524,64.39660344907796,64.72416998685361,1832900.0
2010-02-24,86.42,88.56,86.27,87.35,3881400.0,0.0,1.0,64.3370458967551,65.93021042139125,64.22537548614976,65.0294024425082,3881400.0
2010-02-25,86.35,87.55,85.4,87.31,2010300.0,0.0,1.0,64.28493303847262,65.17829632331531,63.57768710463881,64.99962366634678,2010300.0
2010-02-26,86.98,87.5675,86.32,87.32,2322800.0,0.0,1.0,64.75394876301503,65.19132453788593,64.26259895635154,65.00706836038712,2322800.0
2010-03-01,87.93,88.62,87.08,87.58,2153900.0,0.0,1.0,65.46119469684884,65.97487858563339,64.8283957034186,65.20063040543639,2153900.0
2010-03-02,87.57,88.15,86.04,87.24,3126100.0,0.0,1.0,65.19318571139603,65.62497796573666,64.05414752322159,64.94751080806428,3126100.0
2010-03-03,87.7,88.48,87.24,87.91,1753800.0,0.0,1.0,65.28996673392065,65.87065286906841,64.94751080806428,65.44630530876812,1753800.0
2010-03-04,87.91,88.23,86.56,87.09,1707700.0,0.0,1.0,65.44630530876812,65.68453551805952,64.44127161332008,64.83584039745895,1707700.0
2010-03-05,87.8,88.19,86.9,87.93,1560900.0,0.0,1.0,65.36441367432421,65.65475674189808,64.69439121069219,65.46119469684884,1560900.0
2010-03-08,88.25,88.83,87.54,88.5,1715900.0,0.0,1.0,65.69942490614022,66.13121716048086,65.17085162927496,65.88554225714911,1715900.0
2010-03-09,88.08,89.29,87.85,88.76,1958200.0,0.0,1.0,65.57286510745418,66.47367308633723,65.40163714452599,66.07910430219837,1958200.0
2010-03-10,88.48,90.18,88.19,89.38,1698300.0,0.0,1.0,65.87065286906841,67.1362508559289,65.65475674189808,66.54067533270043,1698300.0
2010-03-11,89.02,89.78,88.51,89.58,1057200.0,0.0,1.0,66.27266634724762,66.83846309431466,65.89298695118949,66.68956921350755,1057200.0
2010-03-12,90.14,90.53,89.24,89.56,1417400.0,0.0,1.0,67.10647207976747,67.39681514734136,66.43644961613545,66.67467982542684,1417400.0
2010-03-15,89.42,89.42,86.73,87.61,1419800.0,0.0,1.0,66.57045410886185,66.57045410886185,64.56783141200614,65.22296448755745,1419800.0
2010-03-16,88.01,88.53,87.0,88.32,1316600.0,0.0,1.0,65.5207522491717,65.90787633927019,64.76883815109575,65.75153776442271,1316600.0
2010-03-17,87.49,88.59,87.1,87.37,2144500.0,0.0,1.0,65.13362815907317,65.95254450351233,64.8432850914993,65.04429183058892,2144500.0
2010-03-18,87.26,87.56,84.42,85.07,1673300.0,0.0,1.0,64.962400196145,65.18574101735567,62.84810708868394,63.332012201307066,1673300.0
2010-03-19,85.09,85.85,83.37,84.41,2529700.0,0.0,1.0,63.346901589387784,63.91269833645482,62.06641421444658,62.84066239464358,2529700.0
2010-03-22,83.76,84.94,83.1801,84.62,1768100.0,0.0,1.0,62.35675728202046,63.23523117878244,61.92503947462021,62.99700096949106,1768100.0
